,posteam,down,ydstogo,qtr,week,yardline_100,drive_inside20,play_type,rush_attempt,rusher,rushing_yards,rush_touchdown,pass_attempt,complete_pass,passer,passing_yards,pass_touchdown,receiver,receiving_yards,first_down,touchdown
34111,WAS,2.0,5,4,18,56,1.0,run,1,A.Gibson,9.0,0,0,0,,,0,,,1,0
34112,WAS,1.0,10,4,18,47,1.0,run,1,A.Gibson,17.0,0,0,0,,,0,,,1,0
34113,WAS,1.0,10,4,18,30,1.0,run,1,A.Gibson,2.0,0,0,0,,,0,,,0,0
34114,WAS,2.0,8,4,18,28,1.0,run,1,J.Patterson,5.0,0,0,0,,,0,,,0,0
34115,WAS,3.0,3,4,18,23,1.0,run,1,J.Williams,5.0,0,0,0,,,0,,,1,0
34116,WAS,1.0,10,4,18,18,1.0,run,1,A.Gibson,18.0,1,0,0,,,0,,,1,1
34117,NYG,1.0,10,4,18,75,0.0,pass,0,,,0,1,0,J.Fromm,,0,,,0,0
34118,WAS,1.0,10,4,18,12,1.0,pass,0,,,0,1,0,T.Heinicke,,0,J.Bates,,0,0
34119,WAS,2.0,10,4,18,12,1.0,run,1,A.Gibson,8.0,0,0,0,,,0,,,0,0
34120,WAS,3.0,2,4,18,4,1.0,run,1,A.Gibson,-1.0,0,0,0,,,0,,,0,0
34121,NYG,1.0,10,4,18,74,0.0,pass,0,,,0,1,0,J.Fromm,,0,K.Golladay,,0,0
34122,NYG,2.0,10,4,18,74,0.0,pass,0,,,0,1,0,J.Fromm,,0,S.Barkley,,0,0
34123,NYG,3.0,10,4,18,74,0.0,pass,0,,,0,1,0,J.Fromm,,0,,,0,0
34124,WAS,1.0,10,4,18,52,0.0,run,1,J.Patterson,1.0,0,0,0,,,0,,,0,0
34125,WAS,2.0,9,4,18,51,0.0,run,1,J.Patterson,2.0,0,0,0,,,0,,,0,0
34126,WAS,3.0,7,4,18,49,0.0,run,1,D.Carter,11.0,0,0,0,,,0,,,1,0
34127,WAS,1.0,10,4,18,38,0.0,run,1,J.Williams,1.0,0,0,0,,,0,,,0,0
34128,WAS,2.0,9,4,18,37,0.0,run,1,J.Williams,0.0,0,0,0,,,0,,,0,0
34129,WAS,3.0,9,4,18,37,0.0,pass,0,,,0,1,0,T.Heinicke,,0,,,0,0
34130,NYG,1.0,10,4,18,80,1.0,pass,0,,,0,1,1,J.Fromm,6.0,0,K.Golladay,6.0,0,0
34131,NYG,2.0,4,4,18,74,1.0,pass,0,,,0,1,0,J.Fromm,,0,E.Engram,,0,0
34132,NYG,1.0,10,4,18,56,1.0,pass,0,,,0,1,0,J.Fromm,,0,D.Sills,,0,0
34133,NYG,2.0,10,4,18,56,1.0,pass,0,,,0,1,1,J.Fromm,6.0,0,D.Booker,6.0,0,0
34134,NYG,3.0,4,4,18,50,1.0,run,1,,27.0,0,0,0,J.Fromm,,0,,,1,0
34135,NYG,1.0,10,4,18,23,1.0,pass,0,,,0,1,0,J.Fromm,,0,,,0,0
34136,NYG,2.0,10,4,18,23,1.0,pass,0,,,0,1,0,J.Fromm,,0,D.Sills,,0,0
34137,NYG,3.0,10,4,18,23,1.0,pass,0,,,0,1,1,J.Fromm,7.0,0,D.Slayton,7.0,0,0
34138,NYG,4.0,3,4,18,16,1.0,pass,0,,,0,1,0,J.Fromm,,0,D.Sills,,0,0
34139,ARI,1.0,10,1,19,75,0.0,run,1,C.Edmonds,2.0,0,0,0,,,0,,,0,0
34140,ARI,2.0,8,1,19,73,0.0,pass,0,,,0,1,1,K.Murray,2.0,0,D.Daniels,2.0,0,0
34141,ARI,3.0,6,1,19,71,0.0,pass,0,,,0,1,0,K.Murray,,0,A.Green,,0,0
34142,LA,1.0,10,1,19,80,0.0,run,1,S.Michel,35.0,0,0,0,,,0,,,1,0
34143,LA,1.0,10,1,19,45,0.0,pass,0,,,0,1,1,M.Stafford,5.0,0,C.Kupp,5.0,0,0
34144,LA,2.0,10,1,19,45,0.0,run,1,S.Michel,0.0,0,0,0,,,0,,,0,0
34145,LA,3.0,10,1,19,45,0.0,pass,0,,,0,1,0,M.Stafford,,0,,,0,0
34146,ARI,1.0,10,1,19,91,0.0,run,1,K.Murray,-1.0,0,0,0,,,0,,,0,0
34147,ARI,2.0,11,1,19,92,0.0,pass,0,,,0,1,0,K.Murray,,0,C.Kirk,,0,0
34148,ARI,3.0,11,1,19,92,0.0,pass,0,,,0,1,0,K.Murray,,0,C.Kirk,,0,0
34149,LA,1.0,10,1,19,52,1.0,pass,0,,,0,1,1,M.Stafford,17.0,0,O.Beckham,17.0,1,0
34150,LA,1.0,10,1,19,35,1.0,run,1,C.Akers,7.0,0,0,0,,,0,,,0,0
34151,LA,2.0,3,1,19,28,1.0,run,1,C.Akers,2.0,0,0,0,,,0,,,0,0
34152,LA,3.0,1,1,19,26,1.0,run,1,M.Stafford,1.0,0,0,0,,,0,,,1,0
34153,LA,1.0,10,1,19,25,1.0,run,1,C.Akers,1.0,0,0,0,,,0,,,0,0
34154,LA,1.0,19,1,19,34,1.0,run,1,C.Akers,6.0,0,0,0,,,0,,,0,0
34155,LA,2.0,13,1,19,28,1.0,pass,0,,,0,1,1,M.Stafford,22.0,0,T.Higbee,22.0,1,0
34156,LA,1.0,6,1,19,6,1.0,run,1,S.Michel,1.0,0,0,0,,,0,,,0,0
34157,LA,2.0,5,1,19,5,1.0,run,1,C.Akers,1.0,0,0,0,,,0,,,0,0
34158,LA,3.0,4,1,19,4,1.0,pass,0,,,0,1,1,M.Stafford,4.0,1,O.Beckham,4.0,1,1
34159,ARI,1.0,10,1,19,75,0.0,run,1,C.Edmonds,2.0,0,0,0,,,0,,,0,0
34160,ARI,2.0,8,1,19,73,0.0,pass,0,,,0,1,0,K.Murray,,0,,,0,0
34161,ARI,3.0,16,1,19,81,0.0,pass,0,,,0,1,1,K.Murray,0.0,0,C.Kirk,0.0,0,0
34162,LA,1.0,10,1,19,68,1.0,run,1,C.Akers,-2.0,0,0,0,,,0,,,0,0
34163,LA,2.0,12,1,19,70,1.0,run,1,C.Akers,15.0,0,0,0,,,0,,,1,0
34164,LA,1.0,10,1,19,55,1.0,pass,0,,,0,1,1,M.Stafford,14.0,0,T.Higbee,14.0,1,0
34165,LA,1.0,10,2,19,41,1.0,run,1,C.Akers,5.0,0,0,0,,,0,,,0,0
34166,LA,2.0,5,2,19,36,1.0,run,1,C.Akers,3.0,0,0,0,,,0,,,0,0
34167,LA,3.0,2,2,19,33,1.0,pass,0,,,0,1,1,M.Stafford,31.0,0,O.Beckham,31.0,1,0
34168,LA,1.0,2,2,19,2,1.0,run,1,S.Michel,1.0,0,0,0,,,0,,,0,0
34169,LA,2.0,1,2,19,1,1.0,run,1,M.Stafford,0.0,0,0,0,,,0,,,0,0
34170,LA,3.0,1,2,19,1,1.0,run,1,M.Stafford,1.0,1,0,0,,,0,,,1,1
34171,ARI,1.0,10,2,19,75,0.0,pass,0,,,0,1,0,K.Murray,,0,,,0,0
34172,ARI,2.0,17,2,19,82,0.0,pass,0,,,0,1,0,K.Murray,,0,C.Kirk,,0,0
34173,ARI,3.0,17,2,19,82,0.0,pass,0,,,0,1,1,K.Murray,6.0,0,R.Moore,6.0,0,0
34174,LA,1.0,10,2,19,50,0.0,run,1,,4.0,0,0,0,M.Stafford,,0,,,0,0
34175,LA,2.0,6,2,19,46,0.0,run,1,S.Michel,2.0,0,0,0,,,0,,,0,0
34176,LA,3.0,4,2,19,44,0.0,pass,0,,,0,1,0,M.Stafford,,0,C.Akers,,0,0
34177,ARI,1.0,10,2,19,99,0.0,run,1,J.Conner,3.0,0,0,0,,,0,,,0,0
34178,ARI,2.0,7,2,19,96,0.0,pass,0,,,0,1,0,K.Murray,,0,A.Green,,0,0
34179,ARI,3.0,7,2,19,96,0.0,pass,0,,,0,1,0,K.Murray,,0,R.Moore,,0,1
34180,ARI,1.0,10,2,19,87,0.0,pass,0,,,0,1,1,K.Murray,5.0,0,Z.Ertz,5.0,0,0
34181,ARI,2.0,5,2,19,82,0.0,run,1,J.Conner,11.0,0,0,0,,,0,,,1,0
34182,ARI,1.0,10,2,19,71,0.0,pass,0,,,0,1,0,K.Murray,,0,C.Edmonds,,0,0
34183,ARI,2.0,10,2,19,71,0.0,pass,0,,,0,1,1,K.Murray,11.0,0,R.Moore,11.0,1,0
34184,ARI,1.0,10,2,19,60,0.0,run,1,C.Edmonds,10.0,0,0,0,,,0,,,1,0
34185,ARI,1.0,10,2,19,50,0.0,pass,0,,,0,1,1,K.Murray,-2.0,0,R.Moore,-2.0,0,0
34186,ARI,2.0,12,2,19,52,0.0,pass,0,,,0,1,0,K.Murray,,0,J.Conner,,0,0
34187,LA,1.0,10,2,19,51,0.0,pass,0,,,0,1,0,M.Stafford,,0,C.Kupp,,0,0
34188,LA,2.0,20,2,19,61,0.0,run,1,C.Akers,-2.0,0,0,0,,,0,,,0,0
34189,LA,3.0,22,2,19,63,0.0,run,1,J.Funk,8.0,0,0,0,,,0,,,0,0
34190,ARI,1.0,15,2,19,95,0.0,pass,0,,,0,1,0,K.Murray,,0,D.Daniels,,0,0
34191,ARI,2.0,15,2,19,95,0.0,pass,0,,,0,1,0,K.Murray,,0,Z.Ertz,,0,0
34192,ARI,3.0,15,2,19,95,0.0,pass,0,,,0,1,1,K.Murray,6.0,0,R.Moore,6.0,0,0
34193,LA,1.0,10,2,19,58,0.0,run,1,S.Michel,8.0,0,0,0,,,0,,,0,0
34194,LA,2.0,2,2,19,50,0.0,run,1,S.Michel,-3.0,0,0,0,,,0,,,0,0
34195,LA,3.0,5,2,19,53,0.0,pass,0,,,0,1,0,M.Stafford,,0,T.Higbee,,0,0
34196,ARI,1.0,10,2,19,86,0.0,run,1,E.Benjamin,0.0,0,0,0,,,0,,,0,0
34197,LA,1.0,10,3,19,75,1.0,run,1,S.Michel,3.0,0,0,0,,,0,,,0,0
34198,LA,2.0,7,3,19,72,1.0,run,1,S.Michel,4.0,0,0,0,,,0,,,0,0
34199,LA,3.0,3,3,19,68,1.0,pass,0,,,0,1,1,M.Stafford,10.0,0,T.Higbee,10.0,1,0
34200,LA,1.0,10,3,19,58,1.0,pass,0,,,0,1,0,M.Stafford,,0,C.Kupp,,0,0
34201,LA,2.0,10,3,19,58,1.0,pass,0,,,0,1,1,M.Stafford,2.0,0,O.Beckham,2.0,0,0
34202,LA,1.0,10,3,19,51,1.0,pass,0,,,0,1,1,O.Beckham,40.0,0,C.Akers,40.0,1,0
34203,LA,1.0,10,3,19,11,1.0,pass,0,,,0,1,1,M.Stafford,4.0,0,C.Kupp,4.0,0,0
34204,LA,2.0,6,3,19,7,1.0,pass,0,,,0,1,1,M.Stafford,7.0,1,C.Kupp,7.0,1,1
34205,ARI,1.0,10,3,19,75,1.0,run,1,C.Edmonds,2.0,0,0,0,,,0,,,0,0
34206,ARI,2.0,8,3,19,73,1.0,pass,0,,,0,1,1,K.Murray,11.0,0,R.Moore,11.0,1,0
34207,ARI,1.0,10,3,19,62,1.0,run,1,C.Edmonds,2.0,0,0,0,,,0,,,0,0
34208,ARI,2.0,8,3,19,60,1.0,pass,0,,,0,1,1,K.Murray,0.0,0,D.Daniels,0.0,0,0
34209,ARI,3.0,8,3,19,60,1.0,run,1,C.Edmonds,4.0,0,0,0,,,0,,,0,0
34210,ARI,4.0,4,3,19,56,1.0,run,1,,7.0,0,0,0,K.Murray,,0,,,1,0
34211,ARI,1.0,10,3,19,49,1.0,pass,0,,,0,1,1,K.Murray,7.0,0,C.Kirk,7.0,0,0
34212,ARI,2.0,3,3,19,42,1.0,run,1,J.Conner,3.0,0,0,0,,,0,,,1,0
34213,ARI,1.0,10,3,19,39,1.0,run,1,C.Edmonds,2.0,0,0,0,,,0,,,0,0
34214,ARI,2.0,8,3,19,37,1.0,pass,0,,,0,1,1,K.Murray,23.0,0,C.Kirk,23.0,1,0
34215,ARI,1.0,7,3,19,7,1.0,pass,0,,,0,1,1,K.Murray,5.0,0,J.Conner,5.0,0,0
34216,ARI,2.0,2,3,19,2,1.0,run,1,J.Conner,2.0,1,0,0,,,0,,,1,1
34217,LA,1.0,10,3,19,69,1.0,run,1,C.Akers,4.0,0,0,0,,,0,,,0,0
34218,LA,2.0,6,3,19,65,1.0,pass,0,,,0,1,1,M.Stafford,41.0,0,V.Jefferson,41.0,1,0
34219,LA,1.0,10,3,19,24,1.0,run,1,C.Akers,8.0,0,0,0,,,0,,,0,0
34220,LA,2.0,2,3,19,16,1.0,run,1,C.Akers,1.0,0,0,0,,,0,,,0,0
34221,LA,2.0,11,3,19,25,1.0,run,1,,10.0,0,0,0,M.Stafford,,0,,,0,0
34222,LA,3.0,1,3,19,15,1.0,run,1,C.Akers,-4.0,0,0,0,,,0,,,0,0
34223,ARI,1.0,10,4,19,75,0.0,pass,0,,,0,1,1,K.Murray,7.0,0,C.Kirk,7.0,0,0
34224,ARI,2.0,3,4,19,68,0.0,pass,0,,,0,1,1,K.Murray,4.0,0,Z.Ertz,4.0,1,0
34225,ARI,1.0,10,4,19,64,0.0,pass,0,,,0,1,1,K.Murray,8.0,0,C.Kirk,8.0,0,0
34226,ARI,2.0,2,4,19,56,0.0,run,1,C.Edmonds,4.0,0,0,0,,,0,,,1,0
34227,ARI,1.0,10,4,19,52,0.0,pass,0,,,0,1,1,K.Murray,13.0,0,E.Benjamin,13.0,1,0
34228,ARI,1.0,10,4,19,39,0.0,pass,0,,,0,1,1,K.Murray,12.0,0,Z.Ertz,12.0,1,0
34229,ARI,1.0,10,4,19,27,0.0,run,1,E.Benjamin,0.0,0,0,0,,,0,,,0,0
34230,ARI,2.0,10,4,19,27,0.0,pass,0,,,0,1,0,K.Murray,,0,C.Kirk,,0,0
34231,ARI,3.0,10,4,19,27,0.0,pass,0,,,0,1,0,K.Murray,,0,A.Wesley,,0,0
34232,LA,1.0,10,4,19,89,0.0,run,1,C.Akers,1.0,0,0,0,,,0,,,0,0
34233,LA,2.0,15,4,19,94,0.0,run,1,C.Akers,7.0,0,0,0,,,0,,,0,0
34234,LA,3.0,3,4,19,82,0.0,pass,0,,,0,1,1,M.Stafford,29.0,0,C.Kupp,29.0,1,0
34235,LA,1.0,10,4,19,53,0.0,run,1,C.Akers,2.0,0,0,0,,,0,,,0,0
34236,LA,2.0,8,4,19,51,0.0,pass,0,,,0,1,1,M.Stafford,16.0,0,C.Kupp,16.0,1,0
34237,LA,1.0,10,4,19,35,0.0,run,1,S.Michel,3.0,0,0,0,,,0,,,0,0
34238,LA,2.0,7,4,19,32,0.0,run,1,S.Michel,-2.0,0,0,0,,,0,,,0,0
34239,LA,3.0,9,4,19,34,0.0,run,1,,6.0,0,0,0,M.Stafford,,0,,,0,0
34240,ARI,1.0,10,4,19,75,0.0,pass,0,,,0,1,1,K.Murray,13.0,0,E.Benjamin,13.0,1,0
34241,ARI,1.0,10,4,19,62,0.0,pass,0,,,0,1,0,K.Murray,,0,C.Kirk,,0,0
34242,ARI,2.0,10,4,19,62,0.0,pass,0,,,0,1,0,K.Murray,,0,A.Green,,0,0
34243,ARI,3.0,15,4,19,67,0.0,pass,0,,,0,1,1,K.Murray,6.0,0,C.Kirk,6.0,0,0
34244,ARI,4.0,9,4,19,61,0.0,pass,0,,,0,1,0,K.Murray,,0,A.Wesley,,0,0
34245,LA,1.0,10,4,19,39,0.0,run,1,S.Michel,3.0,0,0,0,,,0,,,0,0
34246,LA,2.0,7,4,19,36,0.0,run,1,S.Michel,3.0,0,0,0,,,0,,,0,0
34247,LA,3.0,4,4,19,33,0.0,run,1,J.Funk,-3.0,0,0,0,,,0,,,0,0
34248,ARI,1.0,10,4,19,91,0.0,run,1,E.Benjamin,3.0,0,0,0,,,0,,,0,0
34249,ARI,2.0,7,4,19,88,0.0,run,1,E.Benjamin,5.0,0,0,0,,,0,,,0,0
34250,LV,1.0,10,1,19,75,0.0,run,1,J.Jacobs,5.0,0,0,0,,,0,,,0,0
34251,LV,2.0,5,1,19,70,0.0,run,1,J.Jacobs,3.0,0,0,0,,,0,,,0,0
34252,LV,3.0,2,1,19,67,0.0,pass,0,,,0,1,1,D.Carr,17.0,0,Z.Jones,17.0,1,0
34253,LV,1.0,10,1,19,50,0.0,pass,0,,,0,1,1,D.Carr,6.0,0,H.Renfrow,6.0,0,0
34254,LV,2.0,4,1,19,44,0.0,run,1,J.Jacobs,1.0,0,0,0,,,0,,,0,0
34255,LV,3.0,3,1,19,43,0.0,pass,0,,,0,1,1,D.Carr,8.0,0,D.Waller,8.0,1,0
34256,LV,1.0,10,1,19,35,0.0,pass,0,,,0,1,1,D.Carr,9.0,0,J.Jacobs,9.0,0,0
34257,LV,2.0,5,1,19,30,0.0,run,1,J.Jacobs,2.0,0,0,0,,,0,,,0,0
34258,LV,3.0,3,1,19,28,0.0,pass,0,,,0,1,0,D.Carr,,0,H.Renfrow,,0,0
34259,CIN,1.0,10,1,19,75,1.0,pass,0,,,0,1,0,J.Burrow,,0,J.Chase,,0,0
34260,CIN,2.0,10,1,19,75,1.0,pass,0,,,0,1,1,J.Burrow,11.0,0,J.Chase,11.0,1,0
34261,CIN,1.0,10,1,19,64,1.0,run,1,J.Mixon,3.0,0,0,0,,,0,,,0,0
34262,CIN,2.0,7,1,19,61,1.0,pass,0,,,0,1,1,J.Burrow,17.0,0,J.Chase,17.0,1,0
34263,CIN,1.0,10,1,19,44,1.0,run,1,J.Mixon,4.0,0,0,0,,,0,,,0,0
34264,CIN,2.0,6,1,19,40,1.0,pass,0,,,0,1,1,J.Burrow,9.0,0,J.Chase,9.0,1,0
34265,CIN,1.0,10,1,19,31,1.0,pass,0,,,0,1,1,J.Burrow,21.0,0,J.Mixon,21.0,1,0
34266,CIN,1.0,10,1,19,10,1.0,pass,0,,,0,1,0,J.Burrow,,0,T.Higgins,,0,0
34267,CIN,2.0,10,1,19,10,1.0,run,1,J.Mixon,3.0,0,0,0,,,0,,,0,0
34268,CIN,3.0,7,1,19,7,1.0,pass,0,,,0,1,1,J.Burrow,7.0,1,C.Uzomah,7.0,1,1
34269,LV,1.0,10,1,19,75,0.0,pass,0,,,0,1,1,D.Carr,13.0,0,Z.Jones,13.0,1,0
34270,LV,1.0,10,1,19,62,0.0,pass,0,,,0,1,0,D.Carr,,0,,,0,0
34271,LV,2.0,15,1,19,67,0.0,pass,0,,,0,1,1,D.Carr,7.0,0,H.Renfrow,7.0,0,0
34272,LV,3.0,8,1,19,60,0.0,pass,0,,,0,1,0,D.Carr,,0,,,0,0
34273,CIN,1.0,10,1,19,15,1.0,run,1,J.Mixon,5.0,0,0,0,,,0,,,0,0
34274,CIN,2.0,5,1,19,10,1.0,run,1,J.Mixon,2.0,0,0,0,,,0,,,0,0
34275,CIN,3.0,8,1,19,13,1.0,pass,0,,,0,1,0,J.Burrow,,0,,,0,0
34276,LV,1.0,10,1,19,98,0.0,run,1,J.Jacobs,2.0,0,0,0,,,0,,,0,0
34277,LV,2.0,10,1,19,98,0.0,pass,0,,,0,1,1,D.Carr,6.0,0,D.Waller,6.0,0,0
34278,LV,3.0,4,2,19,92,0.0,pass,0,,,0,1,0,D.Carr,,0,,,0,0
34279,CIN,1.0,10,2,19,45,1.0,run,1,J.Mixon,5.0,0,0,0,,,0,,,0,0
34280,CIN,2.0,5,2,19,40,1.0,run,1,J.Chase,7.0,0,0,0,,,0,,,1,0
34281,CIN,1.0,10,2,19,33,1.0,pass,0,,,0,1,1,J.Burrow,-1.0,0,J.Mixon,-1.0,0,0
34282,CIN,2.0,11,2,19,34,1.0,pass,0,,,0,1,1,J.Burrow,28.0,0,J.Chase,28.0,1,0
34283,CIN,1.0,6,2,19,6,1.0,pass,0,,,0,1,0,J.Burrow,,0,J.Mixon,,0,0
34284,CIN,2.0,6,2,19,6,1.0,run,1,J.Mixon,2.0,0,0,0,,,0,,,0,0
34285,CIN,3.0,4,2,19,4,1.0,pass,0,,,0,1,0,J.Burrow,,0,,,0,0
34286,LV,1.0,10,2,19,61,1.0,run,1,J.Jacobs,14.0,0,0,0,,,0,,,1,0
34287,LV,1.0,10,2,19,47,1.0,run,1,J.Jacobs,35.0,0,0,0,,,0,,,1,0
34288,LV,1.0,10,2,19,12,1.0,run,1,J.Jacobs,2.0,0,0,0,,,0,,,0,0
34289,LV,2.0,8,2,19,10,1.0,pass,0,,,0,1,0,D.Carr,,0,F.Moreau,,0,0
34290,LV,3.0,8,2,19,10,1.0,pass,0,,,0,1,0,D.Carr,,0,D.Jackson,,0,0
34291,CIN,1.0,10,2,19,82,1.0,pass,0,,,0,1,1,J.Burrow,5.0,0,C.Uzomah,5.0,0,0
34292,CIN,2.0,5,2,19,77,1.0,run,1,J.Mixon,4.0,0,0,0,,,0,,,0,0
34293,CIN,3.0,1,2,19,73,1.0,pass,0,,,0,1,1,J.Burrow,5.0,0,T.Boyd,5.0,1,0
34294,CIN,1.0,10,2,19,68,1.0,run,1,J.Mixon,-1.0,0,0,0,,,0,,,0,0
34295,CIN,2.0,11,2,19,69,1.0,pass,0,,,0,1,1,J.Burrow,29.0,0,C.Uzomah,29.0,1,0
34296,CIN,1.0,10,2,19,40,1.0,pass,0,,,0,1,0,J.Burrow,,0,J.Chase,,0,0
34297,CIN,2.0,10,2,19,40,1.0,run,1,C.Evans,9.0,0,0,0,,,0,,,0,0
34298,CIN,3.0,1,2,19,31,1.0,pass,0,,,0,1,0,J.Burrow,,0,T.Boyd,,0,0
34299,CIN,4.0,1,2,19,31,1.0,run,1,J.Chase,15.0,0,0,0,,,0,,,1,0
34300,CIN,1.0,10,2,19,16,1.0,pass,0,,,0,1,1,J.Burrow,5.0,0,J.Mixon,5.0,0,0
34301,CIN,2.0,5,2,19,11,1.0,run,1,J.Mixon,1.0,0,0,0,,,0,,,0,0
34302,CIN,3.0,4,2,19,10,1.0,pass,0,,,0,1,1,J.Burrow,10.0,1,T.Boyd,10.0,1,1
34303,LV,1.0,10,2,19,80,1.0,pass,0,,,0,1,0,D.Carr,,0,B.Edwards,,0,0
34304,LV,2.0,10,2,19,80,1.0,pass,0,,,0,1,1,D.Carr,7.0,0,H.Renfrow,7.0,0,0
34305,LV,3.0,3,2,19,73,1.0,pass,0,,,0,1,1,D.Carr,19.0,0,B.Edwards,19.0,1,0
34306,LV,1.0,10,2,19,54,1.0,pass,0,,,0,1,0,D.Carr,,0,Z.Jones,,0,0
34307,LV,2.0,10,2,19,54,1.0,pass,0,,,0,1,0,D.Carr,,0,,,0,0
34308,LV,3.0,10,2,19,54,1.0,run,1,,20.0,0,0,0,D.Carr,,0,,,1,0
34309,LV,1.0,10,2,19,29,1.0,pass,0,,,0,1,1,D.Carr,4.0,0,J.Richard,4.0,0,0
34310,LV,2.0,6,2,19,25,1.0,pass,0,,,0,1,0,D.Carr,,0,D.Waller,,0,0
34311,LV,3.0,6,2,19,25,1.0,pass,0,,,0,1,1,D.Carr,11.0,0,D.Waller,11.0,1,0
34312,LV,1.0,10,2,19,14,1.0,pass,0,,,0,1,0,D.Carr,,0,J.Richard,,0,0
34313,LV,2.0,10,2,19,14,1.0,pass,0,,,0,1,1,D.Carr,14.0,1,Z.Jones,14.0,1,1
34314,CIN,1.0,10,3,19,65,0.0,run,1,J.Mixon,10.0,0,0,0,,,0,,,1,0
34315,CIN,1.0,10,3,19,55,0.0,pass,0,,,0,1,1,J.Burrow,5.0,0,J.Chase,5.0,0,0
34316,CIN,2.0,5,3,19,50,0.0,pass,0,,,0,1,1,J.Burrow,9.0,0,C.Uzomah,9.0,1,0
34317,CIN,1.0,10,3,19,41,0.0,run,1,J.Mixon,5.0,0,0,0,,,0,,,0,0
34318,CIN,2.0,5,3,19,36,0.0,pass,0,,,0,1,1,J.Burrow,7.0,0,J.Chase,7.0,1,0
34319,CIN,1.0,15,3,19,34,0.0,pass,0,,,0,1,0,J.Burrow,,0,,,0,0
34320,CIN,2.0,15,3,19,34,0.0,pass,0,,,0,1,0,J.Burrow,,0,T.Higgins,,0,0
34321,CIN,3.0,15,3,19,34,0.0,pass,0,,,0,1,1,J.Burrow,9.0,0,J.Chase,9.0,0,0
34322,LV,1.0,10,3,19,75,0.0,run,1,J.Jacobs,-1.0,0,0,0,,,0,,,0,0
34323,LV,2.0,11,3,19,76,0.0,pass,0,,,0,1,1,D.Carr,12.0,0,D.Waller,12.0,1,0
34324,LV,1.0,10,3,19,64,0.0,run,1,J.Jacobs,0.0,0,0,0,,,0,,,0,0
34325,LV,2.0,10,3,19,64,0.0,pass,0,,,0,1,1,D.Carr,6.0,0,B.Edwards,6.0,0,0
34326,LV,3.0,4,3,19,58,0.0,pass,0,,,0,1,0,D.Carr,,0,H.Renfrow,,0,0
34327,CIN,1.0,10,3,19,71,0.0,pass,0,,,0,1,1,J.Burrow,5.0,0,T.Boyd,5.0,0,0
34328,CIN,2.0,5,3,19,66,0.0,run,1,T.Boyd,3.0,0,0,0,,,0,,,0,0
34329,CIN,2.0,12,3,19,73,0.0,pass,0,,,0,1,0,J.Burrow,,0,T.Higgins,,0,0
34330,CIN,3.0,12,3,19,73,0.0,pass,0,,,0,1,0,J.Burrow,,0,,,0,0
34331,LV,1.0,20,3,19,83,1.0,pass,0,,,0,1,1,D.Carr,9.0,0,H.Renfrow,9.0,0,0
34332,LV,2.0,11,3,19,74,1.0,pass,0,,,0,1,0,D.Carr,,0,B.Edwards,,0,0
34333,LV,3.0,11,3,19,74,1.0,pass,0,,,0,1,1,D.Carr,16.0,0,H.Renfrow,16.0,1,0
34334,LV,1.0,10,3,19,58,1.0,run,1,J.Jacobs,8.0,0,0,0,,,0,,,0,0
34335,LV,2.0,2,3,19,50,1.0,run,1,J.Jacobs,7.0,0,0,0,,,0,,,1,0
34336,LV,1.0,10,3,19,43,1.0,run,1,J.Jacobs,5.0,0,0,0,,,0,,,0,0
34337,LV,2.0,15,3,19,48,1.0,pass,0,,,0,1,1,D.Carr,7.0,0,J.Jacobs,7.0,0,0
34338,LV,3.0,8,3,19,41,1.0,pass,0,,,0,1,1,D.Carr,5.0,0,H.Renfrow,5.0,0,0
34339,LV,1.0,10,3,19,25,1.0,pass,0,,,0,1,1,D.Carr,16.0,0,B.Edwards,16.0,1,0
34340,LV,1.0,9,3,19,9,1.0,pass,0,,,0,1,0,D.Carr,,0,,,0,0
34341,LV,2.0,19,3,19,19,1.0,pass,0,,,0,1,0,D.Carr,,0,D.Waller,,0,0
34342,LV,3.0,19,4,19,19,1.0,pass,0,,,0,1,1,D.Carr,3.0,0,D.Waller,3.0,0,0
34343,CIN,1.0,10,4,19,75,1.0,run,1,J.Mixon,2.0,0,0,0,,,0,,,0,0
34344,CIN,2.0,8,4,19,73,1.0,pass,0,,,0,1,1,J.Burrow,7.0,0,C.Uzomah,7.0,0,0
34345,CIN,3.0,1,4,19,66,1.0,run,1,J.Mixon,2.0,0,0,0,,,0,,,1,0
34346,CIN,1.0,10,4,19,64,1.0,pass,0,,,0,1,0,J.Burrow,,0,J.Chase,,0,0
34347,CIN,2.0,10,4,19,64,1.0,pass,0,,,0,1,1,J.Burrow,3.0,0,J.Mixon,3.0,0,0
34348,CIN,3.0,7,4,19,61,1.0,pass,0,,,0,1,1,J.Burrow,19.0,0,J.Chase,19.0,1,0
34349,CIN,1.0,10,4,19,42,1.0,pass,0,,,0,1,1,J.Burrow,11.0,0,J.Chase,11.0,1,0
34350,CIN,1.0,10,4,19,31,1.0,run,1,S.Perine,2.0,0,0,0,,,0,,,0,0
34351,CIN,2.0,8,4,19,29,1.0,pass,0,,,0,1,1,J.Burrow,10.0,0,T.Higgins,10.0,1,0
34352,CIN,1.0,10,4,19,19,1.0,pass,0,,,0,1,1,J.Burrow,6.0,0,T.Boyd,6.0,0,0
34353,CIN,2.0,4,4,19,13,1.0,run,1,J.Mixon,3.0,0,0,0,,,0,,,0,0
