,play_type,posteam,down,ydstogo,qtr,week,yardline_100,drive_inside20,rush_attempt,rusher,rushing_yards,first_down,rush_touchdown
919,run,JAX,1.0,10,2,1,25,0.0,1,J.Robinson,3.0,0,0
921,run,HOU,1.0,10,2,1,76,0.0,1,P.Lindsay,3.0,0,0
923,run,HOU,1.0,10,2,1,49,0.0,1,P.Lindsay,8.0,0,0
926,run,HOU,1.0,10,2,1,29,0.0,1,P.Lindsay,2.0,0,0
929,run,JAX,1.0,10,2,1,75,0.0,1,L.Shenault,9.0,0,0
930,run,JAX,2.0,1,2,1,66,0.0,1,J.Robinson,6.0,1,0
931,run,JAX,1.0,10,2,1,60,0.0,1,J.Robinson,7.0,0,0
932,run,JAX,2.0,3,2,1,53,0.0,1,J.Robinson,6.0,1,0
935,run,HOU,1.0,10,2,1,48,0.0,1,M.Ingram,4.0,0,0
936,run,HOU,2.0,6,2,1,44,0.0,1,M.Ingram,4.0,0,0
940,run,HOU,1.0,7,2,1,7,1.0,1,M.Ingram,1.0,0,0
941,run,HOU,1.0,3,2,1,3,1.0,1,M.Ingram,1.0,0,0
943,run,HOU,3.0,12,2,1,12,1.0,1,,5.0,0,0
951,run,JAX,1.0,10,3,1,75,0.0,1,C.Hyde,5.0,0,0
952,run,JAX,2.0,5,3,1,70,0.0,1,C.Hyde,0.0,0,0
954,run,HOU,1.0,10,3,1,72,0.0,1,P.Lindsay,3.0,0,0
955,run,HOU,2.0,7,3,1,69,0.0,1,M.Ingram,3.0,0,0
958,run,HOU,2.0,1,3,1,50,0.0,1,M.Ingram,0.0,0,0
959,run,HOU,3.0,1,3,1,50,0.0,1,M.Ingram,0.0,0,0
961,run,JAX,2.0,10,3,1,89,0.0,1,J.Robinson,3.0,0,0
963,run,HOU,1.0,10,3,1,68,1.0,1,D.Johnson,5.0,0,0
964,run,HOU,2.0,5,3,1,63,1.0,1,P.Lindsay,3.0,0,0
965,run,HOU,3.0,2,3,1,60,1.0,1,D.Johnson,3.0,1,0
967,run,HOU,2.0,7,3,1,54,1.0,1,M.Ingram,11.0,1,0
968,run,HOU,1.0,10,3,1,43,1.0,1,M.Ingram,4.0,0,0
969,run,HOU,2.0,6,3,1,39,1.0,1,M.Ingram,5.0,0,0
971,run,HOU,1.0,5,3,1,5,1.0,1,P.Lindsay,5.0,1,1
976,run,HOU,1.0,10,3,1,78,0.0,1,M.Ingram,2.0,0,0
977,run,HOU,2.0,8,3,1,76,0.0,1,M.Ingram,4.0,0,0
982,run,HOU,1.0,10,4,1,56,1.0,1,M.Ingram,9.0,0,0
983,run,HOU,2.0,1,4,1,47,1.0,1,P.Lindsay,-4.0,0,0
984,run,HOU,3.0,5,4,1,51,1.0,1,,29.0,1,0
985,run,HOU,1.0,10,4,1,11,1.0,1,M.Ingram,4.0,0,0
996,run,HOU,1.0,10,4,1,76,0.0,1,P.Lindsay,5.0,0,0
998,run,HOU,3.0,1,4,1,67,0.0,1,M.Ingram,0.0,0,0
999,run,JAX,1.0,10,4,1,76,0.0,1,C.Hyde,9.0,0,0
1000,run,JAX,2.0,1,4,1,67,0.0,1,C.Hyde,6.0,1,0
1004,run,HOU,1.0,10,4,1,80,0.0,1,M.Ingram,3.0,0,0
1005,run,HOU,2.0,7,4,1,77,0.0,1,M.Ingram,3.0,0,0
1007,run,HOU,1.0,10,4,1,68,0.0,1,M.Ingram,0.0,0,0
1008,run,HOU,2.0,10,4,1,68,0.0,1,M.Ingram,3.0,0,0
1010,run,JAX,1.0,10,4,1,85,1.0,1,C.Hyde,0.0,0,0
1016,run,JAX,3.0,1,4,1,45,1.0,1,C.Hyde,6.0,1,0
1024,run,LAC,2.0,4,1,1,59,1.0,1,A.Ekeler,11.0,1,0
1026,run,LAC,2.0,1,1,1,39,1.0,1,L.Rountree,13.0,1,0
1028,run,LAC,1.0,10,1,1,15,1.0,1,L.Rountree,3.0,0,0
1031,run,LAC,1.0,3,1,1,3,1.0,1,A.Ekeler,3.0,1,1
1032,run,WAS,1.0,10,1,1,74,0.0,1,A.Gibson,4.0,0,0
1036,run,LAC,2.0,10,1,1,88,0.0,1,A.Ekeler,1.0,0,0
1038,run,WAS,1.0,10,1,1,48,1.0,1,A.Gibson,4.0,0,0
1039,run,WAS,2.0,6,1,1,44,1.0,1,A.Gibson,27.0,1,0
1040,run,WAS,1.0,10,1,1,17,1.0,1,A.Gibson,-3.0,0,0
1042,run,WAS,3.0,7,1,1,14,1.0,1,,2.0,0,0
1048,run,WAS,2.0,5,1,1,66,0.0,1,A.Gibson,3.0,0,0
1049,run,WAS,3.0,2,1,1,63,0.0,1,A.Gibson,6.0,1,0
1050,run,WAS,1.0,10,2,1,22,0.0,1,A.Gibson,-1.0,0,0
1054,run,LAC,1.0,10,2,1,73,1.0,1,L.Rountree,7.0,0,0
1056,run,LAC,1.0,10,2,1,50,1.0,1,L.Rountree,-3.0,0,0
1060,run,LAC,2.0,5,2,1,16,1.0,1,A.Ekeler,1.0,0,0
1065,run,LAC,1.0,10,2,1,74,1.0,1,A.Ekeler,4.0,0,0
1067,run,LAC,1.0,10,2,1,67,1.0,1,L.Rountree,3.0,0,0
1069,run,LAC,3.0,1,2,1,58,1.0,1,G.Nabers,2.0,1,0
1073,run,LAC,1.0,10,2,1,45,1.0,1,L.Rountree,0.0,0,0
1076,run,LAC,1.0,10,2,1,17,1.0,1,A.Ekeler,7.0,0,0
1077,run,LAC,2.0,3,2,1,10,1.0,1,A.Ekeler,2.0,0,0
1078,run,LAC,3.0,1,2,1,8,1.0,1,J.Herbert,2.0,1,0
1082,run,WAS,1.0,10,2,1,75,0.0,1,J.McKissic,8.0,0,0
1085,run,WAS,2.0,3,2,1,33,0.0,1,,3.0,1,0
1086,run,WAS,1.0,10,3,1,81,1.0,1,,5.0,0,0
1088,run,WAS,1.0,10,3,1,65,1.0,1,A.Gibson,6.0,0,0
1091,run,WAS,2.0,8,3,1,48,1.0,1,A.Gibson,2.0,0,0
1094,run,LAC,1.0,10,3,1,75,1.0,1,A.Ekeler,0.0,0,0
1100,run,LAC,1.0,10,3,1,34,1.0,1,A.Ekeler,14.0,1,0
1102,run,LAC,2.0,10,3,1,20,1.0,1,J.Jackson,5.0,0,0
1104,run,LAC,1.0,9,3,1,9,1.0,1,A.Ekeler,2.0,0,0
1106,run,WAS,1.0,10,3,1,80,0.0,1,A.Gibson,6.0,0,0
1108,run,WAS,1.0,10,3,1,57,0.0,1,A.Gibson,6.0,0,0
1109,run,WAS,2.0,4,3,1,51,0.0,1,A.Gibson,6.0,1,0
1111,run,WAS,2.0,10,3,1,45,0.0,1,A.Gibson,6.0,0,0
1112,run,WAS,3.0,4,3,1,39,0.0,1,A.Gibson,3.0,0,0
1113,run,WAS,4.0,1,3,1,36,0.0,1,A.Gibson,5.0,1,0
1115,run,WAS,2.0,3,3,1,24,0.0,1,A.Gibson,-2.0,0,0
1118,run,LAC,1.0,10,4,1,40,0.0,1,L.Rountree,3.0,0,0
1122,run,WAS,1.0,10,4,1,96,0.0,1,A.Gibson,-1.0,0,0
1123,run,LAC,1.0,3,4,1,3,1.0,1,A.Ekeler,0.0,0,0
1127,run,WAS,2.0,10,4,1,75,0.0,1,A.Gibson,6.0,0,0
1128,run,WAS,1.0,10,4,1,54,0.0,1,J.Patterson,4.0,0,0
1129,run,WAS,2.0,6,4,1,50,0.0,1,J.Patterson,5.0,0,0
1130,run,WAS,3.0,1,4,1,45,0.0,1,A.Gibson,2.0,1,0
1131,run,WAS,1.0,10,4,1,43,0.0,1,A.Gibson,5.0,0,0
1133,run,WAS,3.0,16,4,1,49,0.0,1,,9.0,0,0
1134,run,LAC,1.0,10,4,1,82,1.0,1,A.Ekeler,4.0,0,0
1140,run,LAC,1.0,10,4,1,45,1.0,1,L.Rountree,1.0,0,0
1141,run,LAC,2.0,9,4,1,44,1.0,1,A.Ekeler,2.0,0,0
1143,run,LAC,1.0,10,4,1,22,1.0,1,A.Ekeler,9.0,0,0
1144,run,LAC,2.0,1,4,1,13,1.0,1,A.Ekeler,-3.0,0,0
1146,run,NE,1.0,10,1,1,75,0.0,1,D.Harris,35.0,1,0
1147,run,NE,1.0,10,1,1,40,0.0,1,D.Harris,3.0,0,0
1148,run,NE,2.0,7,1,1,37,0.0,1,J.Smith,6.0,0,0
1149,run,NE,3.0,1,1,1,31,0.0,1,J.White,1.0,1,0
1151,run,NE,2.0,23,1,1,43,0.0,1,J.White,2.0,0,0
1154,run,MIA,1.0,10,1,1,63,1.0,1,M.Gaskin,2.0,0,0
1156,run,MIA,3.0,3,1,1,56,1.0,1,M.Gaskin,15.0,1,0
1157,run,MIA,1.0,10,1,1,41,1.0,1,M.Gaskin,4.0,0,0
1159,run,MIA,1.0,10,1,1,28,1.0,1,M.Gaskin,-1.0,0,0
1161,run,MIA,1.0,10,1,1,11,1.0,1,M.Gaskin,8.0,0,0
1162,run,MIA,2.0,2,1,1,3,1.0,1,T.Tagovailoa,3.0,1,1
1164,run,NE,2.0,3,1,1,67,0.0,1,R.Stevenson,2.0,0,0
1168,run,MIA,2.0,10,1,1,48,0.0,1,M.Gaskin,-1.0,0,0
1170,run,NE,1.0,10,1,1,74,1.0,1,D.Harris,11.0,1,0
1171,run,NE,1.0,10,1,1,63,1.0,1,D.Harris,4.0,0,0
1172,run,NE,2.0,6,1,1,59,1.0,1,D.Harris,5.0,0,0
1173,run,NE,3.0,1,1,1,54,1.0,1,D.Harris,2.0,1,0
1175,run,NE,2.0,2,2,1,44,1.0,1,D.Harris,0.0,0,0
1178,run,NE,2.0,10,2,1,39,1.0,1,D.Harris,3.0,0,0
1189,run,NE,1.0,10,2,1,68,0.0,1,D.Harris,4.0,0,0
1193,run,MIA,2.0,4,2,1,74,0.0,1,S.Ahmed,-1.0,0,0
1196,run,NE,2.0,2,2,1,55,1.0,1,D.Harris,4.0,1,0
1200,run,NE,1.0,8,2,1,8,1.0,1,D.Harris,1.0,0,0
1205,run,MIA,3.0,1,2,1,30,0.0,1,J.Brissett,2.0,1,0
1209,run,MIA,1.0,10,3,1,75,1.0,1,M.Gaskin,2.0,0,0
1212,run,MIA,1.0,10,3,1,43,1.0,1,M.Brown,1.0,0,0
1214,run,MIA,1.0,10,3,1,30,1.0,1,M.Gaskin,15.0,1,0
1215,run,MIA,1.0,10,3,1,15,1.0,1,S.Ahmed,8.0,0,0
1216,run,MIA,2.0,2,3,1,7,1.0,1,M.Brown,4.0,1,0
1218,run,NE,1.0,10,3,1,91,0.0,1,D.Harris,4.0,0,0
1219,run,NE,2.0,6,3,1,87,0.0,1,D.Harris,5.0,0,0
1220,run,NE,3.0,1,3,1,82,0.0,1,D.Harris,1.0,1,0
1223,run,NE,1.0,10,3,1,70,0.0,1,J.White,-1.0,0,0
1227,run,NE,2.0,1,3,1,36,0.0,1,J.White,10.0,1,0
1228,run,NE,1.0,10,3,1,26,0.0,1,D.Harris,-4.0,0,0
1231,run,MIA,1.0,10,3,1,75,0.0,1,S.Ahmed,-3.0,0,0
1235,run,NE,1.0,8,3,1,70,1.0,1,D.Harris,1.0,0,0
1244,run,NE,1.0,10,4,1,21,1.0,1,D.Harris,3.0,0,0
1245,run,NE,2.0,7,4,1,18,1.0,1,D.Harris,3.0,0,0
1248,run,MIA,1.0,10,4,1,60,0.0,1,M.Gaskin,5.0,0,0
1251,run,NE,1.0,10,4,1,50,1.0,1,D.Harris,1.0,0,0
1254,run,NE,1.0,10,4,1,39,1.0,1,D.Harris,8.0,0,0
1255,run,NE,2.0,2,4,1,31,1.0,1,D.Harris,1.0,0,0
1256,run,NE,3.0,1,4,1,30,1.0,1,D.Harris,3.0,1,0
1257,run,NE,1.0,10,4,1,27,1.0,1,B.Bolden,5.0,0,0
1259,run,NE,1.0,10,4,1,11,1.0,1,D.Harris,2.0,0,0
1261,run,MIA,2.0,1,4,1,82,0.0,1,M.Brown,2.0,1,0
1262,run,MIA,1.0,10,4,1,80,0.0,1,M.Brown,5.0,0,0
1263,run,MIA,2.0,5,4,1,75,0.0,1,M.Brown,4.0,0,0
1264,run,MIA,3.0,1,4,1,71,0.0,1,J.Brissett,2.0,1,0
1268,run,MIN,1.0,10,1,1,58,0.0,1,D.Cook,1.0,0,0
1272,run,CIN,2.0,5,1,1,65,0.0,1,J.Mixon,5.0,1,0
1273,run,CIN,1.0,10,1,1,60,0.0,1,J.Chase,-2.0,0,0
1276,run,MIN,1.0,10,1,1,80,0.0,1,D.Cook,3.0,0,0
1277,run,MIN,2.0,7,1,1,77,0.0,1,D.Cook,1.0,0,0
1279,run,CIN,1.0,10,1,1,55,0.0,1,J.Mixon,3.0,0,0
1283,run,MIN,2.0,1,1,1,81,0.0,1,D.Cook,2.0,1,0
1287,run,CIN,1.0,10,1,1,51,0.0,1,J.Mixon,4.0,0,0
1288,run,CIN,2.0,6,1,1,47,0.0,1,J.Mixon,1.0,0,0
1291,run,MIN,2.0,10,2,1,91,1.0,1,D.Cook,17.0,1,0
1293,run,MIN,2.0,8,2,1,72,1.0,1,A.Mattison,2.0,0,0
1296,run,MIN,2.0,6,2,1,57,1.0,1,D.Cook,7.0,1,0
1299,run,MIN,1.0,10,2,1,22,1.0,1,D.Cook,-3.0,0,0
1300,run,MIN,2.0,28,2,1,40,1.0,1,A.Abdullah,4.0,0,0
1302,run,MIN,1.0,10,2,1,11,1.0,1,D.Cook,1.0,0,0
1305,run,CIN,1.0,10,2,1,63,1.0,1,S.Perine,2.0,0,0
1306,run,CIN,2.0,8,2,1,61,1.0,1,S.Perine,-1.0,0,0
1309,run,CIN,2.0,20,2,1,55,1.0,1,S.Perine,13.0,0,0
1311,run,CIN,1.0,3,2,1,3,1.0,1,J.Mixon,1.0,0,0
1324,run,CIN,1.0,10,3,1,75,1.0,1,J.Mixon,3.0,0,0
1325,run,CIN,2.0,7,3,1,72,1.0,1,J.Mixon,6.0,0,0
1328,run,CIN,1.0,10,3,1,34,1.0,1,J.Mixon,4.0,0,0
1331,run,CIN,4.0,1,3,1,25,1.0,1,J.Burrow,2.0,1,0
1332,run,CIN,1.0,10,3,1,23,1.0,1,J.Mixon,7.0,0,0
1334,run,CIN,1.0,2,3,1,2,1.0,1,J.Mixon,2.0,1,1
1335,run,MIN,1.0,10,3,1,84,0.0,1,D.Cook,13.0,1,0
1336,run,MIN,1.0,10,3,1,71,0.0,1,D.Cook,0.0,0,0
1337,run,MIN,2.0,10,3,1,71,0.0,1,D.Cook,8.0,0,0
1339,run,MIN,1.0,10,3,1,53,0.0,1,D.Cook,-1.0,0,0
1343,run,CIN,2.0,18,3,1,87,0.0,1,J.Mixon,2.0,0,0
1345,run,CIN,4.0,1,3,1,70,0.0,1,J.Mixon,0.0,0,0
1347,run,MIN,2.0,10,3,1,30,0.0,1,D.Cook,6.0,0,0
1350,run,CIN,1.0,10,3,1,75,0.0,1,J.Mixon,5.0,0,0
1351,run,CIN,2.0,5,3,1,70,0.0,1,J.Mixon,10.0,1,0
1352,run,CIN,1.0,10,3,1,60,0.0,1,J.Mixon,19.0,1,0
1353,run,CIN,1.0,10,3,1,41,0.0,1,S.Perine,1.0,0,0
1354,run,CIN,2.0,9,4,1,40,0.0,1,J.Mixon,5.0,0,0
1358,run,MIN,1.0,10,4,1,65,1.0,1,D.Cook,5.0,0,0
1360,run,MIN,1.0,10,4,1,54,1.0,1,D.Cook,2.0,0,0
1365,run,MIN,1.0,1,4,1,1,1.0,1,D.Cook,1.0,1,1
1367,run,CIN,1.0,10,4,1,72,0.0,1,J.Mixon,5.0,0,0
1370,run,MIN,1.0,20,4,1,78,0.0,1,D.Cook,0.0,0,0
1373,run,CIN,1.0,10,4,1,75,0.0,1,J.Mixon,9.0,0,0
1374,run,CIN,2.0,1,4,1,66,0.0,1,J.Mixon,12.0,1,0
1375,run,CIN,1.0,10,4,1,54,0.0,1,J.Mixon,-1.0,0,0
1376,run,CIN,2.0,11,4,1,55,0.0,1,S.Perine,7.0,0,0
1377,run,CIN,3.0,4,4,1,48,0.0,1,J.Mixon,1.0,0,0
1385,run,CIN,1.0,10,5,1,75,0.0,1,J.Mixon,2.0,0,0
1386,run,CIN,2.0,8,5,1,73,0.0,1,J.Mixon,8.0,1,0
1388,run,CIN,2.0,5,5,1,60,0.0,1,J.Mixon,2.0,0,0
1390,run,MIN,1.0,10,5,1,79,0.0,1,D.Cook,-1.0,0,0
1393,run,CIN,1.0,10,5,1,90,0.0,1,J.Mixon,4.0,0,0
1394,run,CIN,2.0,6,5,1,86,0.0,1,J.Mixon,0.0,0,0
1396,run,MIN,1.0,10,5,1,63,0.0,1,D.Cook,0.0,0,0
1400,run,MIN,1.0,10,5,1,38,0.0,1,D.Cook,-1.0,0,0
1402,run,CIN,2.0,4,5,1,55,1.0,1,J.Mixon,3.0,0,0
1403,run,CIN,3.0,1,5,1,52,1.0,1,J.Mixon,0.0,0,0
1405,run,CIN,1.0,10,5,1,20,1.0,1,J.Mixon,5.0,0,0
1406,run,NYJ,1.0,10,1,1,75,0.0,1,T.Coleman,2.0,0,0
1408,run,NYJ,3.0,1,1,1,66,0.0,1,T.Coleman,1.0,1,0
1409,run,NYJ,1.0,10,1,1,65,0.0,1,T.Johnson,1.0,0,0
1413,run,CAR,1.0,10,1,1,63,0.0,1,C.McCaffrey,7.0,0,0
1414,run,CAR,2.0,13,1,1,66,0.0,1,C.McCaffrey,8.0,0,0
1416,run,NYJ,1.0,10,1,1,78,0.0,1,Mi.Carter,2.0,0,0
1423,run,NYJ,1.0,10,1,1,85,0.0,1,T.Coleman,6.0,0,0
1424,run,NYJ,2.0,4,1,1,79,0.0,1,T.Coleman,2.0,0,0
1425,run,NYJ,3.0,2,1,1,77,0.0,1,Mi.Carter,2.0,1,0
1426,run,NYJ,1.0,10,1,1,75,0.0,1,T.Johnson,0.0,0,0
1429,run,CAR,1.0,10,1,1,85,1.0,1,C.McCaffrey,4.0,0,0
1432,run,CAR,1.0,10,2,1,72,1.0,1,C.McCaffrey,1.0,0,0
1437,run,CAR,2.0,10,2,1,13,1.0,1,C.McCaffrey,7.0,0,0
1438,run,CAR,3.0,3,2,1,6,1.0,1,C.McCaffrey,2.0,0,0
1439,run,CAR,4.0,1,2,1,4,1.0,1,S.Darnold,0.0,0,0
1440,run,NYJ,1.0,10,2,1,91,0.0,1,T.Coleman,2.0,0,0
1446,run,CAR,1.0,6,2,1,6,1.0,1,C.McCaffrey,3.0,0,0
1455,run,NYJ,4.0,1,2,1,42,0.0,1,T.Coleman,-1.0,0,0
1460,run,CAR,1.0,10,2,1,62,1.0,1,C.McCaffrey,1.0,0,0
1466,run,CAR,1.0,5,2,1,5,1.0,1,S.Darnold,5.0,1,1
1467,run,NYJ,1.0,10,2,1,75,0.0,1,T.Johnson,2.0,0,0
1469,run,CAR,2.0,10,3,1,79,0.0,1,C.McCaffrey,8.0,0,0
1471,run,NYJ,1.0,10,3,1,59,0.0,1,T.Coleman,1.0,0,0
1476,run,CAR,1.0,10,3,1,84,0.0,1,C.McCaffrey,4.0,0,0
1484,run,CAR,1.0,10,3,1,74,0.0,1,C.McCaffrey,3.0,0,0
1487,run,NYJ,1.0,10,3,1,70,0.0,1,Mi.Carter,1.0,0,0
1490,run,NYJ,2.0,3,3,1,42,0.0,1,Mi.Carter,1.0,0,0
1492,run,NYJ,1.0,10,3,1,33,0.0,1,T.Coleman,9.0,0,0
1493,run,NYJ,2.0,1,3,1,24,0.0,1,T.Coleman,2.0,1,0
1495,run,NYJ,,0,3,1,2,0.0,1,Z.Wilson,,0,0
1496,run,CAR,1.0,10,3,1,63,1.0,1,C.McCaffrey,2.0,0,0
1497,run,CAR,2.0,8,3,1,61,1.0,1,C.McCaffrey,2.0,0,0
1499,run,CAR,1.0,10,4,1,52,1.0,1,C.McCaffrey,9.0,0,0
1500,run,CAR,2.0,1,4,1,43,1.0,1,C.McCaffrey,0.0,0,0
1501,run,CAR,3.0,1,4,1,43,1.0,1,Dj.Moore,14.0,1,0
1502,run,CAR,1.0,10,4,1,29,1.0,1,C.McCaffrey,3.0,0,0
1504,run,CAR,1.0,10,4,1,14,1.0,1,C.McCaffrey,-6.0,0,0
1505,run,CAR,2.0,16,4,1,20,1.0,1,C.McCaffrey,7.0,0,0
1507,run,NYJ,1.0,10,4,1,75,0.0,1,T.Johnson,12.0,1,0
1511,run,CAR,1.0,10,4,1,54,0.0,1,C.McCaffrey,15.0,1,0
1526,run,CAR,1.0,10,4,1,45,0.0,1,C.McCaffrey,0.0,0,0
1527,run,CAR,2.0,10,4,1,45,0.0,1,C.McCaffrey,18.0,1,0
1529,run,ATL,1.0,10,1,1,59,1.0,1,M.Davis,12.0,1,0
1530,run,ATL,1.0,10,1,1,47,1.0,1,M.Davis,4.0,0,0
1534,run,ATL,2.0,10,1,1,31,1.0,1,M.Davis,3.0,0,0
1536,run,ATL,1.0,5,1,1,11,1.0,1,M.Davis,-2.0,0,0
1538,run,ATL,1.0,6,1,1,6,1.0,1,M.Davis,3.0,0,0
1544,run,PHI,2.0,8,1,1,37,1.0,1,J.Hurts,13.0,1,0
1545,run,PHI,1.0,15,1,1,29,1.0,1,M.Sanders,7.0,0,0
1546,run,PHI,2.0,8,1,1,22,1.0,1,M.Sanders,4.0,0,0
1548,run,ATL,1.0,10,1,1,83,1.0,1,C.Patterson,10.0,1,0
1550,run,ATL,2.0,7,1,1,65,1.0,1,C.Patterson,11.0,1,0
1552,run,ATL,2.0,3,1,1,47,1.0,1,C.Patterson,14.0,1,0
1553,run,ATL,1.0,10,1,1,33,1.0,1,M.Davis,1.0,0,0
1555,run,ATL,3.0,9,1,1,32,1.0,1,,8.0,0,0
1557,run,ATL,1.0,10,1,1,23,1.0,1,M.Davis,7.0,0,0
1558,run,ATL,2.0,3,1,1,16,1.0,1,M.Davis,12.0,1,0
1560,run,ATL,2.0,12,1,1,12,1.0,1,C.Patterson,3.0,0,0
1565,run,PHI,2.0,10,2,1,42,0.0,1,M.Sanders,6.0,0,0
1569,run,ATL,2.0,6,2,1,60,0.0,1,C.Patterson,2.0,0,0
1570,run,ATL,3.0,9,2,1,63,0.0,1,C.Patterson,11.0,1,0
1571,run,ATL,1.0,10,2,1,52,0.0,1,C.Patterson,3.0,0,0
1574,run,PHI,1.0,10,2,1,81,0.0,1,M.Sanders,6.0,0,0
1583,run,ATL,1.0,10,2,1,92,0.0,1,M.Davis,1.0,0,0
1584,run,ATL,2.0,13,2,1,95,0.0,1,M.Davis,4.0,0,0
1585,run,ATL,3.0,9,2,1,91,0.0,1,M.Davis,3.0,0,0
1588,run,PHI,3.0,1,2,1,53,1.0,1,K.Gainwell,3.0,1,0
1589,run,PHI,1.0,10,2,1,50,1.0,1,,4.0,0,0
1591,run,PHI,3.0,5,2,1,45,1.0,1,,11.0,1,0
1592,run,PHI,1.0,10,2,1,34,1.0,1,K.Gainwell,4.0,0,0
1593,run,PHI,2.0,6,2,1,30,1.0,1,,9.0,1,0
1597,run,PHI,,0,2,1,1,1.0,1,M.Sanders,,0,0
1598,run,PHI,1.0,10,3,1,80,0.0,1,M.Sanders,23.0,1,0
1599,run,PHI,1.0,10,3,1,57,0.0,1,M.Sanders,1.0,0,0
1600,run,PHI,2.0,9,3,1,56,0.0,1,M.Sanders,4.0,0,0
1603,run,ATL,2.0,5,3,1,81,0.0,1,M.Davis,-1.0,0,0
1606,run,PHI,2.0,11,3,1,70,0.0,1,J.Hurts,14.0,1,0
1607,run,PHI,1.0,10,3,1,56,0.0,1,M.Sanders,18.0,1,0
1608,run,PHI,1.0,10,3,1,38,0.0,1,K.Gainwell,7.0,0,0
1609,run,PHI,2.0,3,3,1,31,0.0,1,K.Gainwell,3.0,1,0
1610,run,PHI,1.0,10,3,1,28,0.0,1,M.Sanders,3.0,0,0
1613,run,PHI,4.0,2,3,1,20,0.0,1,K.Gainwell,1.0,0,0
1615,run,ATL,2.0,2,3,1,73,0.0,1,M.Ryan,0.0,0,0
1618,run,PHI,2.0,2,3,1,42,1.0,1,M.Sanders,1.0,0,0
1619,run,PHI,3.0,1,3,1,41,1.0,1,M.Sanders,6.0,1,0
1620,run,PHI,1.0,10,3,1,35,1.0,1,J.Hurts,2.0,0,0
1622,run,PHI,1.0,8,3,1,8,1.0,1,K.Gainwell,8.0,1,1
1623,run,ATL,1.0,10,3,1,75,0.0,1,M.Davis,0.0,0,0
1625,run,ATL,1.0,10,3,1,60,0.0,1,M.Davis,-1.0,0,0
1629,run,PHI,2.0,3,4,1,75,0.0,1,M.Sanders,-6.0,0,0
1633,run,PHI,3.0,1,4,1,53,0.0,1,M.Sanders,-1.0,0,0
1639,run,PHI,1.0,10,4,1,80,0.0,1,M.Sanders,5.0,0,0
1640,run,PHI,2.0,5,4,1,75,0.0,1,M.Sanders,-3.0,0,0
1645,run,ATL,2.0,20,4,1,78,0.0,1,M.Davis,3.0,0,0
1648,run,PHI,1.0,20,4,1,32,0.0,1,J.Hurts,9.0,0,0
1654,run,PHI,1.0,10,4,1,31,0.0,1,K.Gainwell,-1.0,0,0
1655,run,PHI,2.0,16,4,1,37,0.0,1,K.Gainwell,6.0,0,0
1656,run,PHI,3.0,10,4,1,31,0.0,1,K.Gainwell,6.0,0,0
1657,run,ATL,1.0,10,4,1,75,0.0,1,K.Smith,8.0,0,0
1658,run,ATL,2.0,2,4,1,67,0.0,1,K.Smith,5.0,1,0
1662,run,PIT,1.0,10,1,1,75,0.0,1,N.Harris,2.0,0,0
1664,run,PIT,1.0,10,1,1,59,0.0,1,N.Harris,4.0,0,0
1665,run,PIT,2.0,6,1,1,55,0.0,1,N.Harris,2.0,0,0
1667,run,BUF,1.0,10,1,1,88,0.0,1,D.Singletary,8.0,0,0
1668,run,BUF,2.0,2,1,1,80,0.0,1,D.Singletary,2.0,1,0
1674,run,BUF,1.0,20,1,1,61,0.0,1,D.Singletary,6.0,0,0
1681,run,BUF,2.0,10,1,1,63,0.0,1,J.Allen,9.0,0,0
1684,run,PIT,2.0,4,1,1,81,0.0,1,N.Harris,2.0,0,0
1687,run,PIT,2.0,1,2,1,58,0.0,1,N.Harris,-4.0,0,0
1689,run,BUF,1.0,10,2,1,77,0.0,1,D.Singletary,1.0,0,0
1692,run,BUF,2.0,6,2,1,59,0.0,1,J.Allen,9.0,1,0
1697,run,PIT,2.0,10,2,1,93,0.0,1,N.Harris,2.0,0,0
1699,run,BUF,1.0,10,2,1,35,0.0,1,I.McKenzie,-3.0,0,0
1704,run,PIT,2.0,20,2,1,55,0.0,1,N.Harris,0.0,0,0
1706,run,BUF,1.0,10,2,1,91,1.0,1,D.Singletary,1.0,0,0
1711,run,BUF,1.0,10,2,1,36,1.0,1,J.Allen,3.0,0,0
1713,run,BUF,1.0,10,2,1,18,1.0,1,J.Allen,1.0,0,0
1715,run,BUF,3.0,1,2,1,9,1.0,1,J.Allen,3.0,1,0
1717,run,BUF,2.0,6,2,1,6,1.0,1,J.Allen,3.0,0,0
1719,run,PIT,1.0,10,3,1,75,1.0,1,N.Harris,9.0,0,0
1720,run,PIT,2.0,1,3,1,66,1.0,1,N.Harris,2.0,1,0
1726,run,PIT,2.0,5,3,1,7,1.0,1,N.Harris,1.0,0,0
1732,run,BUF,2.0,1,3,1,50,0.0,1,D.Singletary,3.0,1,0
1734,run,BUF,2.0,10,3,1,47,0.0,1,M.Breida,7.0,0,0
1735,run,BUF,3.0,3,3,1,40,0.0,1,J.Allen,3.0,1,0
1737,run,BUF,2.0,10,3,1,37,0.0,1,M.Breida,2.0,0,0
1742,run,PIT,3.0,1,3,1,55,1.0,1,N.Harris,2.0,1,0
1746,run,PIT,2.0,10,3,1,29,1.0,1,C.Claypool,25.0,1,0
1747,run,PIT,1.0,4,3,1,4,1.0,1,N.Harris,-2.0,0,0
1752,run,BUF,2.0,10,3,1,63,0.0,1,D.Singletary,2.0,0,0
