,play_type,posteam,down,ydstogo,qtr,week,yardline_100,drive_inside20,pass_attempt,complete_pass,passer,passing_yards,receiver,receiving_yards,first_down,touchdown
440,pass,KC,2.0,10,2,1,45,0.0,1,0,P.Mahomes,,B.Pringle,,0,0
441,pass,KC,3.0,10,2,1,45,0.0,1,0,P.Mahomes,,T.Hill,,0,0
444,pass,CLE,1.0,10,2,1,79,0.0,1,1,B.Mayfield,43.0,D.Njoku,43.0,1,0
445,pass,CLE,1.0,10,2,1,36,0.0,1,0,B.Mayfield,,,,0,0
446,pass,CLE,2.0,10,2,1,36,0.0,1,0,B.Mayfield,,A.Schwartz,,0,0
447,pass,CLE,3.0,20,2,1,46,0.0,1,0,B.Mayfield,,,,0,0
448,pass,CLE,4.0,31,2,1,57,0.0,1,1,B.Mayfield,45.0,J.Landry,32.0,1,0
451,pass,KC,3.0,3,3,1,68,1.0,1,1,P.Mahomes,6.0,T.Hill,6.0,1,0
453,pass,KC,2.0,6,3,1,58,1.0,1,1,P.Mahomes,7.0,M.Hardman,7.0,1,0
454,pass,KC,1.0,10,3,1,51,1.0,1,0,P.Mahomes,,,,0,0
455,pass,KC,2.0,10,3,1,51,1.0,1,1,P.Mahomes,12.0,T.Kelce,12.0,1,0
456,pass,KC,1.0,10,3,1,39,1.0,1,0,P.Mahomes,,T.Kelce,,0,0
460,pass,KC,2.0,1,3,1,19,1.0,1,1,P.Mahomes,6.0,T.Hill,6.0,1,0
462,pass,KC,2.0,8,3,1,11,1.0,1,1,P.Mahomes,11.0,T.Kelce,11.0,1,1
467,pass,KC,2.0,9,3,1,52,1.0,1,1,P.Mahomes,8.0,M.Hardman,8.0,0,0
470,pass,KC,2.0,5,3,1,37,1.0,1,1,P.Mahomes,3.0,B.Bell,3.0,0,0
471,pass,KC,3.0,2,3,1,34,1.0,1,1,P.Mahomes,14.0,C.Edwards-Helaire,14.0,1,0
473,pass,KC,2.0,6,3,1,16,1.0,1,0,P.Mahomes,,,,0,0
474,pass,KC,3.0,15,3,1,25,1.0,1,0,P.Mahomes,,D.Robinson,,0,0
475,pass,CLE,1.0,10,3,1,75,1.0,1,1,B.Mayfield,11.0,J.Landry,11.0,1,0
477,pass,CLE,2.0,8,4,1,62,1.0,1,1,B.Mayfield,9.0,J.Landry,9.0,1,0
479,pass,CLE,2.0,4,4,1,47,1.0,1,1,B.Mayfield,30.0,D.Njoku,30.0,1,0
484,pass,KC,1.0,10,4,1,75,0.0,1,1,P.Mahomes,75.0,T.Hill,75.0,1,1
485,pass,CLE,1.0,10,4,1,75,0.0,1,0,B.Mayfield,,,,0,0
486,pass,CLE,2.0,16,4,1,81,0.0,1,1,B.Mayfield,4.0,K.Hunt,4.0,0,0
487,pass,CLE,3.0,12,4,1,77,0.0,1,0,B.Mayfield,,D.Njoku,,0,0
491,pass,KC,3.0,3,4,1,8,1.0,1,1,P.Mahomes,8.0,T.Kelce,8.0,1,1
492,pass,KC,,0,4,1,2,1.0,1,0,P.Mahomes,,C.Edwards-Helaire,,0,0
493,pass,CLE,1.0,15,4,1,80,0.0,1,1,B.Mayfield,10.0,J.Landry,10.0,0,0
495,pass,CLE,3.0,7,4,1,72,0.0,1,0,B.Mayfield,,A.Schwartz,,0,0
497,pass,KC,2.0,6,4,1,69,0.0,1,1,P.Mahomes,4.0,C.Edwards-Helaire,4.0,0,0
498,pass,KC,3.0,2,4,1,65,0.0,1,1,P.Mahomes,14.0,T.Hill,14.0,1,0
500,pass,KC,2.0,10,4,1,51,0.0,1,0,P.Mahomes,,T.Hill,,0,0
501,pass,KC,3.0,10,4,1,51,0.0,1,0,P.Mahomes,,,,0,0
503,pass,CLE,2.0,5,4,1,78,0.0,1,1,B.Mayfield,3.0,K.Hunt,3.0,0,0
504,pass,CLE,3.0,2,4,1,75,0.0,1,1,B.Mayfield,4.0,D.Peoples-Jones,4.0,1,0
505,pass,CLE,1.0,10,4,1,71,0.0,1,1,B.Mayfield,19.0,K.Hunt,19.0,1,0
506,pass,CLE,1.0,10,4,1,52,0.0,1,0,B.Mayfield,,H.Bryant,,0,0
509,pass,TB,3.0,2,1,1,67,0.0,1,0,T.Brady,,C.Godwin,,0,0
510,pass,DAL,1.0,10,1,1,98,0.0,1,1,D.Prescott,28.0,A.Cooper,28.0,1,0
512,pass,DAL,2.0,6,1,1,66,0.0,1,1,D.Prescott,5.0,D.Schultz,5.0,0,0
515,pass,DAL,2.0,6,1,1,55,0.0,1,1,D.Prescott,16.0,D.Schultz,16.0,1,0
516,pass,DAL,1.0,10,1,1,39,0.0,1,0,D.Prescott,,C.Lamb,,0,0
517,pass,DAL,2.0,10,1,1,39,0.0,1,0,D.Prescott,,C.Lamb,,0,0
518,pass,DAL,3.0,15,1,1,44,0.0,1,0,D.Prescott,,C.Lamb,,0,0
520,pass,TB,2.0,5,1,1,89,1.0,1,1,T.Brady,10.0,M.Evans,10.0,1,0
521,pass,TB,1.0,10,1,1,79,1.0,1,0,T.Brady,,M.Evans,,0,0
522,pass,TB,2.0,10,1,1,79,1.0,1,1,T.Brady,19.0,R.Gronkowski,19.0,1,0
523,pass,TB,1.0,10,1,1,60,1.0,1,1,T.Brady,28.0,A.Brown,28.0,1,0
524,pass,TB,1.0,10,1,1,32,1.0,1,1,T.Brady,16.0,A.Brown,16.0,1,0
526,pass,TB,2.0,7,1,1,13,1.0,1,1,T.Brady,8.0,C.Godwin,8.0,1,0
527,pass,TB,1.0,5,1,1,5,1.0,1,1,T.Brady,5.0,C.Godwin,5.0,1,1
528,pass,DAL,1.0,10,1,1,75,0.0,1,1,D.Prescott,11.0,T.Pollard,11.0,1,0
529,pass,DAL,1.0,10,1,1,64,0.0,1,1,D.Prescott,8.0,M.Gallup,8.0,0,0
530,pass,DAL,2.0,2,1,1,56,0.0,1,1,D.Prescott,12.0,M.Gallup,12.0,1,0
531,pass,DAL,1.0,10,1,1,44,0.0,1,1,D.Prescott,7.0,T.Pollard,7.0,0,0
532,pass,DAL,2.0,3,1,1,37,0.0,1,1,D.Prescott,8.0,M.Gallup,8.0,1,0
533,pass,DAL,1.0,10,1,1,29,0.0,1,1,D.Prescott,7.0,B.Jarwin,7.0,0,0
534,pass,DAL,2.0,3,1,1,22,0.0,1,1,D.Prescott,22.0,C.Lamb,22.0,1,1
536,pass,TB,2.0,7,1,1,72,0.0,1,1,T.Brady,27.0,A.Brown,27.0,1,0
538,pass,TB,2.0,5,1,1,40,0.0,1,0,T.Brady,,L.Fournette,,0,0
539,pass,TB,3.0,5,1,1,40,0.0,1,0,T.Brady,,A.Brown,,0,0
540,pass,DAL,1.0,10,2,1,95,0.0,1,1,D.Prescott,2.0,C.Wilson,2.0,0,0
541,pass,DAL,2.0,8,2,1,93,0.0,1,1,D.Prescott,5.0,T.Pollard,5.0,0,0
544,pass,TB,2.0,8,2,1,48,1.0,1,1,T.Brady,5.0,R.Gronkowski,5.0,0,0
545,pass,TB,3.0,3,2,1,43,1.0,1,1,T.Brady,19.0,C.Godwin,19.0,1,0
546,pass,TB,1.0,10,2,1,24,1.0,1,1,T.Brady,17.0,C.Godwin,17.0,1,0
548,pass,TB,2.0,2,2,1,2,1.0,1,1,T.Brady,2.0,R.Gronkowski,2.0,1,1
549,pass,DAL,1.0,10,2,1,75,1.0,1,1,D.Prescott,22.0,C.Lamb,22.0,1,0
550,pass,DAL,1.0,10,2,1,39,1.0,1,1,D.Prescott,6.0,B.Jarwin,6.0,0,0
551,pass,DAL,2.0,4,2,1,33,1.0,1,1,D.Prescott,8.0,M.Gallup,8.0,1,0
552,pass,DAL,1.0,10,2,1,20,1.0,1,1,D.Prescott,3.0,E.Elliott,3.0,0,0
553,pass,DAL,2.0,7,2,1,17,1.0,1,1,D.Prescott,4.0,A.Cooper,4.0,0,0
554,pass,DAL,3.0,3,2,1,13,1.0,1,0,D.Prescott,,C.Lamb,,0,0
557,pass,DAL,2.0,8,2,1,25,1.0,1,0,D.Prescott,,C.Lamb,,0,0
558,pass,DAL,3.0,8,2,1,25,1.0,1,1,D.Prescott,13.0,C.Wilson,13.0,1,0
560,pass,DAL,2.0,3,2,1,5,1.0,1,1,D.Prescott,5.0,A.Cooper,5.0,1,1
561,pass,TB,1.0,10,2,1,80,0.0,1,0,T.Brady,,L.Fournette,,0,0
562,pass,DAL,1.0,10,2,1,21,1.0,1,1,D.Prescott,4.0,C.Lamb,4.0,0,0
563,pass,DAL,2.0,6,2,1,17,1.0,1,0,D.Prescott,,M.Gallup,,0,0
564,pass,DAL,3.0,6,2,1,17,1.0,1,0,D.Prescott,,C.Lamb,,0,0
565,pass,TB,1.0,10,2,1,57,0.0,1,1,T.Brady,10.0,C.Godwin,10.0,1,0
566,pass,TB,1.0,10,2,1,47,0.0,1,1,T.Brady,47.0,A.Brown,47.0,1,1
567,pass,DAL,1.0,10,2,1,75,0.0,1,1,D.Prescott,11.0,A.Cooper,11.0,1,0
568,pass,DAL,1.0,10,2,1,38,0.0,1,1,D.Prescott,7.0,A.Cooper,7.0,0,0
569,pass,DAL,2.0,3,2,1,31,0.0,1,0,D.Prescott,,M.Gallup,,0,0
570,pass,DAL,3.0,3,2,1,31,0.0,1,1,D.Prescott,10.0,C.Lamb,10.0,1,0
571,pass,DAL,1.0,10,2,1,21,0.0,1,0,D.Prescott,,,,0,0
572,pass,DAL,2.0,10,2,1,21,0.0,1,0,D.Prescott,,,,0,0
574,pass,TB,1.0,10,2,1,50,0.0,1,0,T.Brady,,G.Bernard,,0,0
575,pass,TB,2.0,10,2,1,50,0.0,1,0,T.Brady,,T.Johnson,,0,0
576,pass,TB,3.0,10,2,1,50,0.0,1,0,T.Brady,,,,0,0
577,pass,DAL,1.0,10,3,1,75,1.0,1,0,D.Prescott,,A.Cooper,,0,0
578,pass,DAL,2.0,10,3,1,75,1.0,1,1,D.Prescott,5.0,D.Schultz,5.0,0,0
579,pass,DAL,3.0,5,3,1,70,1.0,1,1,D.Prescott,16.0,A.Cooper,16.0,1,0
580,pass,DAL,1.0,10,3,1,54,1.0,1,1,D.Prescott,6.0,A.Cooper,6.0,0,0
582,pass,DAL,3.0,4,3,1,48,1.0,1,1,D.Prescott,14.0,A.Cooper,14.0,1,0
583,pass,DAL,1.0,10,3,1,34,1.0,1,0,D.Prescott,,M.Gallup,,0,0
584,pass,DAL,1.0,10,3,1,18,1.0,1,1,D.Prescott,6.0,T.Pollard,6.0,0,0
585,pass,DAL,2.0,4,3,1,12,1.0,1,1,D.Prescott,4.0,A.Cooper,4.0,1,0
587,pass,DAL,2.0,5,3,1,5,1.0,1,1,D.Prescott,3.0,E.Elliott,3.0,0,0
589,pass,TB,1.0,10,3,1,67,0.0,1,0,T.Brady,,C.Godwin,,0,0
590,pass,TB,2.0,10,3,1,67,0.0,1,0,T.Brady,,C.Godwin,,0,0
591,pass,TB,3.0,10,3,1,67,0.0,1,0,T.Brady,,,,0,0
592,pass,DAL,1.0,10,3,1,75,0.0,1,0,D.Prescott,,C.Lamb,,0,0
593,pass,TB,1.0,10,3,1,35,1.0,1,1,T.Brady,20.0,R.Gronkowski,20.0,1,0
594,pass,TB,1.0,10,3,1,15,1.0,1,1,T.Brady,2.0,C.Godwin,2.0,0,0
595,pass,TB,2.0,8,3,1,13,1.0,1,1,T.Brady,2.0,L.Fournette,2.0,0,0
596,pass,TB,3.0,6,3,1,11,1.0,1,1,T.Brady,11.0,R.Gronkowski,11.0,1,1
598,pass,DAL,1.0,10,3,1,62,0.0,1,1,D.Prescott,7.0,B.Jarwin,7.0,0,0
600,pass,DAL,1.0,10,3,1,52,0.0,1,1,D.Prescott,10.0,D.Schultz,10.0,1,0
602,pass,DAL,2.0,10,3,1,42,0.0,1,1,D.Prescott,9.0,C.Lamb,9.0,0,0
603,pass,DAL,3.0,1,3,1,33,0.0,1,1,D.Prescott,6.0,D.Schultz,6.0,1,0
606,pass,DAL,3.0,4,3,1,21,0.0,1,1,D.Prescott,21.0,A.Cooper,21.0,1,1
607,pass,TB,1.0,10,3,1,75,0.0,1,1,T.Brady,10.0,L.Fournette,10.0,1,0
609,pass,TB,2.0,3,4,1,53,0.0,1,1,T.Brady,1.0,L.Fournette,1.0,0,0
610,pass,TB,3.0,2,4,1,52,0.0,1,1,T.Brady,5.0,M.Evans,5.0,1,0
612,pass,TB,2.0,10,4,1,47,0.0,1,0,T.Brady,,M.Evans,,0,0
613,pass,TB,3.0,10,4,1,47,0.0,1,0,T.Brady,,C.Godwin,,0,0
614,pass,DAL,1.0,10,4,1,94,0.0,1,1,D.Prescott,2.0,A.Cooper,2.0,0,0
615,pass,DAL,2.0,8,4,1,92,0.0,1,0,D.Prescott,,A.Cooper,,0,0
616,pass,DAL,3.0,8,4,1,92,0.0,1,0,D.Prescott,,A.Cooper,,0,0
617,pass,TB,1.0,10,4,1,63,1.0,1,1,T.Brady,7.0,R.Gronkowski,7.0,0,0
618,pass,TB,2.0,3,4,1,56,1.0,1,1,T.Brady,9.0,C.Godwin,9.0,1,0
620,pass,TB,2.0,4,4,1,41,1.0,1,1,T.Brady,7.0,L.Fournette,7.0,1,0
621,pass,TB,1.0,15,4,1,39,1.0,1,1,T.Brady,9.0,M.Evans,9.0,0,0
622,pass,TB,2.0,6,4,1,30,1.0,1,1,T.Brady,7.0,L.Fournette,7.0,1,0
623,pass,TB,1.0,10,4,1,23,1.0,1,1,T.Brady,3.0,A.Brown,3.0,0,0
626,pass,TB,1.0,10,4,1,13,1.0,1,1,T.Brady,11.0,C.Godwin,11.0,0,0
628,pass,DAL,2.0,9,4,1,89,0.0,1,1,D.Prescott,3.0,D.Schultz,3.0,0,0
629,pass,DAL,3.0,1,4,1,81,0.0,1,1,D.Prescott,6.0,C.Lamb,6.0,1,0
630,pass,DAL,1.0,10,4,1,75,0.0,1,1,D.Prescott,11.0,A.Cooper,11.0,1,0
631,pass,DAL,1.0,10,4,1,64,0.0,1,0,D.Prescott,,A.Cooper,,0,0
632,pass,DAL,2.0,20,4,1,74,0.0,1,1,D.Prescott,9.0,C.Wilson,9.0,0,0
633,pass,DAL,3.0,11,4,1,65,0.0,1,1,D.Prescott,31.0,C.Lamb,31.0,1,0
634,pass,DAL,1.0,10,4,1,34,0.0,1,0,D.Prescott,,C.Lamb,,0,0
636,pass,DAL,3.0,16,4,1,40,0.0,1,1,D.Prescott,10.0,A.Cooper,10.0,0,0
637,pass,TB,1.0,10,4,1,75,1.0,1,1,T.Brady,8.0,G.Bernard,8.0,0,0
638,pass,TB,2.0,2,4,1,67,1.0,1,0,T.Brady,,M.Evans,,0,0
639,pass,TB,3.0,2,4,1,67,1.0,1,1,T.Brady,4.0,G.Bernard,4.0,1,0
640,pass,TB,1.0,15,4,1,68,1.0,1,1,T.Brady,6.0,R.Gronkowski,6.0,0,0
641,pass,TB,2.0,9,4,1,62,1.0,1,1,T.Brady,20.0,R.Gronkowski,20.0,1,0
642,pass,TB,1.0,10,4,1,42,1.0,1,0,T.Brady,,A.Brown,,0,0
643,pass,TB,2.0,10,4,1,42,1.0,1,1,T.Brady,24.0,C.Godwin,24.0,1,0
644,pass,TB,1.0,10,4,1,18,1.0,1,0,T.Brady,,,,0,0
645,pass,TB,2.0,10,4,1,18,1.0,1,0,T.Brady,,,,0,0
646,pass,TB,3.0,10,4,1,18,1.0,1,0,T.Brady,,,,0,0
649,pass,NYG,2.0,5,1,1,72,0.0,1,0,D.Jones,,D.Slayton,,0,0
650,pass,NYG,3.0,5,1,1,72,0.0,1,1,D.Jones,42.0,D.Slayton,42.0,1,0
651,pass,NYG,1.0,10,1,1,30,0.0,1,1,D.Jones,-6.0,K.Toney,-6.0,0,0
653,pass,NYG,3.0,18,1,1,38,0.0,1,0,D.Jones,,S.Shepard,,0,0
655,pass,DEN,2.0,11,1,1,81,0.0,1,1,T.Bridgewater,15.0,N.Fant,15.0,1,0
658,pass,DEN,3.0,3,1,1,59,0.0,1,0,T.Bridgewater,,C.Sutton,,0,0
660,pass,NYG,2.0,6,1,1,74,0.0,1,1,D.Jones,4.0,K.Toney,4.0,0,0
661,pass,NYG,3.0,2,1,1,70,0.0,1,0,D.Jones,,,,0,0
662,pass,DEN,1.0,10,1,1,67,1.0,1,1,T.Bridgewater,13.0,J.Jeudy,13.0,1,0
663,pass,DEN,1.0,10,1,1,54,1.0,1,1,T.Bridgewater,7.0,E.Saubert,7.0,0,0
666,pass,DEN,3.0,2,1,1,46,1.0,1,1,T.Bridgewater,6.0,T.Patrick,6.0,1,0
668,pass,DEN,2.0,8,1,1,38,1.0,1,1,T.Bridgewater,1.0,M.Gordon,1.0,0,0
669,pass,DEN,3.0,7,1,1,37,1.0,1,0,T.Bridgewater,,J.Jeudy,,0,0
670,pass,DEN,4.0,7,1,1,37,1.0,1,1,T.Bridgewater,15.0,T.Patrick,15.0,1,0
672,pass,DEN,2.0,8,1,1,20,1.0,1,1,T.Bridgewater,9.0,K.Hamler,9.0,1,0
673,pass,DEN,1.0,10,2,1,11,1.0,1,0,T.Bridgewater,,N.Fant,,0,0
676,pass,NYG,1.0,10,2,1,75,0.0,1,1,D.Jones,17.0,K.Golladay,17.0,1,0
678,pass,NYG,2.0,8,2,1,56,0.0,1,1,D.Jones,1.0,S.Barkley,1.0,0,0
679,pass,NYG,1.0,10,2,1,50,0.0,1,1,D.Jones,6.0,D.Booker,6.0,0,0
681,pass,NYG,3.0,5,2,1,45,0.0,1,1,D.Jones,8.0,S.Shepard,8.0,1,0
682,pass,NYG,1.0,10,2,1,37,0.0,1,1,D.Jones,37.0,S.Shepard,37.0,1,1
683,pass,DEN,1.0,10,2,1,75,1.0,1,1,T.Bridgewater,5.0,N.Fant,5.0,0,0
685,pass,DEN,1.0,10,2,1,63,1.0,1,1,T.Bridgewater,25.0,N.Fant,25.0,1,0
686,pass,DEN,1.0,10,2,1,38,1.0,1,1,T.Bridgewater,-4.0,J.Williams,-4.0,0,0
687,pass,DEN,2.0,14,2,1,42,1.0,1,1,T.Bridgewater,5.0,J.Jeudy,5.0,0,0
688,pass,DEN,3.0,9,2,1,37,1.0,1,1,T.Bridgewater,11.0,J.Jeudy,11.0,1,0
690,pass,DEN,2.0,7,2,1,10,1.0,1,1,T.Bridgewater,6.0,A.Okwuegbunam,6.0,0,0
692,pass,NYG,2.0,9,2,1,95,0.0,1,0,D.Jones,,E.Penny,,0,0
693,pass,NYG,3.0,9,2,1,95,0.0,1,1,D.Jones,2.0,K.Rudolph,2.0,0,0
694,pass,DEN,1.0,10,2,1,57,1.0,1,1,T.Bridgewater,2.0,N.Fant,2.0,0,0
696,pass,DEN,3.0,8,2,1,55,1.0,1,1,T.Bridgewater,6.0,J.Jeudy,6.0,0,0
697,pass,DEN,4.0,2,2,1,49,1.0,1,1,T.Bridgewater,14.0,C.Sutton,14.0,1,0
698,pass,DEN,1.0,10,2,1,35,1.0,1,1,T.Bridgewater,17.0,J.Jeudy,17.0,1,0
699,pass,DEN,1.0,10,2,1,18,1.0,1,1,T.Bridgewater,16.0,T.Patrick,16.0,1,0
700,pass,DEN,1.0,2,2,1,2,1.0,1,1,T.Bridgewater,2.0,T.Patrick,2.0,1,1
702,pass,DEN,2.0,5,3,1,70,1.0,1,0,T.Bridgewater,,C.Sutton,,0,0
703,pass,DEN,3.0,5,3,1,70,1.0,1,1,T.Bridgewater,10.0,K.Hamler,10.0,1,0
705,pass,DEN,2.0,6,3,1,56,1.0,1,0,T.Bridgewater,,N.Fant,,0,0
706,pass,DEN,3.0,6,3,1,56,1.0,1,1,T.Bridgewater,6.0,A.Okwuegbunam,6.0,1,0
707,pass,DEN,1.0,10,3,1,50,1.0,1,0,T.Bridgewater,,K.Hamler,,0,0
709,pass,DEN,3.0,4,3,1,44,1.0,1,1,T.Bridgewater,8.0,N.Fant,8.0,1,0
711,pass,DEN,2.0,4,3,1,30,1.0,1,0,T.Bridgewater,,,,0,0
712,pass,DEN,3.0,7,3,1,33,1.0,1,1,T.Bridgewater,20.0,J.Jeudy,20.0,1,0
714,pass,DEN,2.0,8,3,1,11,1.0,1,0,T.Bridgewater,,,,0,0
715,pass,DEN,3.0,8,3,1,11,1.0,1,1,T.Bridgewater,7.0,N.Fant,7.0,0,0
716,pass,DEN,4.0,1,3,1,4,1.0,1,1,T.Bridgewater,4.0,A.Okwuegbunam,4.0,1,1
718,pass,NYG,2.0,5,3,1,70,0.0,1,0,D.Jones,,K.Rudolph,,0,0
719,pass,NYG,3.0,5,3,1,70,0.0,1,1,D.Jones,15.0,S.Shepard,15.0,1,0
721,pass,NYG,2.0,8,3,1,53,0.0,1,0,D.Jones,,S.Shepard,,0,0
722,pass,NYG,3.0,8,3,1,53,0.0,1,1,D.Jones,20.0,S.Shepard,20.0,1,0
723,pass,NYG,1.0,10,3,1,33,0.0,1,1,D.Jones,8.0,D.Slayton,8.0,0,0
724,pass,NYG,2.0,2,3,1,25,0.0,1,0,D.Jones,,D.Slayton,,0,0
728,pass,DEN,2.0,8,3,1,85,1.0,1,0,T.Bridgewater,,E.Saubert,,0,0
729,pass,DEN,3.0,8,3,1,85,1.0,1,1,T.Bridgewater,22.0,K.Hamler,22.0,1,0
734,pass,DEN,2.0,10,4,1,25,1.0,1,0,T.Bridgewater,,,,0,0
735,pass,DEN,3.0,16,4,1,31,1.0,1,1,T.Bridgewater,13.0,M.Gordon,13.0,0,0
740,pass,NYG,3.0,4,4,1,46,1.0,1,0,D.Jones,,D.Slayton,,0,0
743,pass,NYG,2.0,8,4,1,36,1.0,1,1,D.Jones,17.0,K.Golladay,17.0,1,0
744,pass,NYG,1.0,10,4,1,19,1.0,1,0,D.Jones,,S.Barkley,,0,0
746,pass,NYG,1.0,7,4,1,7,1.0,1,0,D.Jones,,S.Barkley,,0,0
748,pass,NYG,3.0,6,4,1,6,1.0,1,0,D.Jones,,K.Rudolph,,0,0
749,pass,NYG,4.0,6,4,1,6,1.0,1,0,D.Jones,,K.Golladay,,0,0
752,pass,DEN,3.0,4,4,1,88,0.0,1,1,T.Bridgewater,3.0,M.Gordon,3.0,1,0
754,pass,NYG,1.0,10,4,1,52,1.0,1,1,D.Jones,14.0,K.Golladay,14.0,1,0
755,pass,NYG,1.0,10,4,1,38,1.0,1,1,D.Jones,6.0,K.Rudolph,6.0,0,0
756,pass,NYG,2.0,4,4,1,32,1.0,1,1,D.Jones,16.0,K.Golladay,16.0,1,0
757,pass,NYG,1.0,10,4,1,16,1.0,1,0,D.Jones,,K.Rudolph,,0,0
758,pass,NYG,2.0,10,4,1,16,1.0,1,0,D.Jones,,D.Slayton,,0,0
759,pass,NYG,3.0,10,4,1,16,1.0,1,0,D.Jones,,,,0,0
760,pass,NYG,4.0,15,4,1,21,1.0,1,0,D.Jones,,K.Golladay,,0,0
764,pass,NYG,1.0,10,4,1,64,1.0,1,1,D.Jones,16.0,S.Shepard,16.0,1,0
765,pass,NYG,1.0,10,4,1,48,1.0,1,1,D.Jones,6.0,G.Brightwell,6.0,0,0
766,pass,NYG,2.0,4,4,1,42,1.0,1,1,D.Jones,9.0,S.Shepard,9.0,1,0
767,pass,NYG,1.0,10,4,1,33,1.0,1,1,D.Jones,15.0,D.Slayton,15.0,1,0
768,pass,NYG,2.0,10,4,1,18,1.0,1,1,D.Jones,8.0,S.Shepard,8.0,0,0
769,pass,NYG,3.0,2,4,1,10,1.0,1,1,D.Jones,6.0,C.Board,6.0,1,0
772,pass,NO,2.0,9,1,1,74,0.0,1,1,J.Winston,14.0,M.Callaway,14.0,1,0
777,pass,NO,2.0,7,1,1,26,0.0,1,0,J.Winston,,A.Trautman,,0,0
778,pass,NO,3.0,7,1,1,26,0.0,1,0,J.Winston,,M.Callaway,,0,0
780,pass,GB,2.0,11,1,1,76,0.0,1,1,A.Rodgers,4.0,D.Adams,4.0,0,0
781,pass,GB,3.0,7,1,1,72,0.0,1,1,A.Rodgers,6.0,A.Jones,6.0,0,0
782,pass,GB,4.0,1,1,1,66,0.0,1,1,A.Rodgers,3.0,M.Valdes-Scantling,3.0,1,0
784,pass,GB,2.0,9,1,1,62,0.0,1,0,A.Rodgers,,R.Tonyan,,0,0
785,pass,GB,3.0,9,1,1,62,0.0,1,0,A.Rodgers,,,,0,0
789,pass,NO,1.0,10,1,1,65,1.0,1,1,J.Winston,3.0,A.Kamara,3.0,0,0
791,pass,NO,1.0,10,1,1,54,1.0,1,1,J.Winston,17.0,D.Harris,17.0,1,0
792,pass,NO,1.0,10,1,1,37,1.0,1,0,J.Winston,,,,0,0
797,pass,NO,3.0,2,1,1,17,1.0,1,1,J.Winston,2.0,A.Kamara,2.0,1,0
799,pass,NO,2.0,1,2,1,6,1.0,1,1,T.Hill,3.0,T.Jones,3.0,1,0
800,pass,NO,1.0,3,2,1,3,1.0,1,1,J.Winston,3.0,A.Kamara,3.0,1,1
803,pass,GB,1.0,10,2,1,63,0.0,1,0,A.Rodgers,,,,0,0
804,pass,GB,2.0,21,2,1,74,0.0,1,1,A.Rodgers,7.0,D.Adams,7.0,0,0
805,pass,GB,3.0,14,2,1,67,0.0,1,0,A.Rodgers,,M.Valdes-Scantling,,0,0
806,pass,NO,1.0,10,2,1,80,1.0,1,1,J.Winston,8.0,A.Trautman,8.0,0,0
814,pass,NO,4.0,7,2,1,41,1.0,1,1,J.Winston,12.0,J.Johnson,12.0,1,0
817,pass,NO,1.0,9,2,1,9,1.0,1,1,J.Winston,5.0,T.Montgomery,5.0,0,0
820,pass,NO,4.0,1,2,1,1,1.0,1,1,J.Winston,1.0,J.Johnson,1.0,1,1
821,pass,GB,1.0,10,2,1,75,0.0,1,1,A.Rodgers,14.0,A.Lazard,14.0,1,0
822,pass,GB,1.0,10,2,1,61,0.0,1,0,A.Rodgers,,A.Lazard,,0,0
823,pass,GB,2.0,10,2,1,61,0.0,1,1,A.Rodgers,4.0,M.Valdes-Scantling,4.0,0,0
824,pass,GB,1.0,10,2,1,52,0.0,1,1,A.Rodgers,31.0,D.Adams,31.0,1,0
825,pass,GB,1.0,10,2,1,21,0.0,1,0,A.Rodgers,,R.Tonyan,,0,0
827,pass,GB,2.0,7,3,1,67,1.0,1,1,A.Rodgers,10.0,M.Valdes-Scantling,10.0,1,0
828,pass,GB,1.0,10,3,1,57,1.0,1,1,A.Rodgers,19.0,M.Lewis,19.0,1,0
829,pass,GB,1.0,10,3,1,38,1.0,1,0,A.Rodgers,,M.Valdes-Scantling,,0,0
830,pass,GB,2.0,10,3,1,38,1.0,1,1,A.Rodgers,7.0,A.Jones,7.0,0,0
831,pass,GB,3.0,3,3,1,31,1.0,1,0,A.Rodgers,,M.Valdes-Scantling,,0,0
832,pass,GB,1.0,10,3,1,25,1.0,1,1,A.Rodgers,8.0,D.Adams,8.0,0,0
833,pass,GB,2.0,2,3,1,17,1.0,1,1,A.Rodgers,5.0,R.Tonyan,5.0,1,0
835,pass,GB,2.0,7,3,1,9,1.0,1,0,A.Rodgers,,D.Adams,,0,0
836,pass,NO,1.0,10,3,1,60,0.0,1,1,J.Winston,6.0,A.Trautman,6.0,0,0
839,pass,NO,1.0,15,3,1,54,0.0,1,1,J.Winston,4.0,A.Trautman,4.0,0,0
840,pass,NO,2.0,11,3,1,50,0.0,1,0,J.Winston,,A.Kamara,,0,0
841,pass,NO,3.0,11,3,1,50,0.0,1,0,J.Winston,,A.Trautman,,0,0
842,pass,GB,1.0,10,3,1,95,0.0,1,0,A.Rodgers,,M.Valdes-Scantling,,0,0
844,pass,GB,3.0,7,3,1,92,0.0,1,0,A.Rodgers,,M.Valdes-Scantling,,0,0
847,pass,NO,3.0,8,3,1,10,1.0,1,1,J.Winston,10.0,C.Hogan,10.0,1,1
849,pass,GB,2.0,7,3,1,84,0.0,1,0,A.Rodgers,,,,0,0
850,pass,GB,3.0,7,3,1,84,0.0,1,1,A.Rodgers,6.0,D.Adams,6.0,0,0
